,temperature_2m,relativehumidity_2m,windspeed_10m,precipitation
2023-03-22 20:00:00,23.1,59,19.6,0.0
2023-03-22 21:00:00,22.9,64,20.6,0.0
2023-03-22 22:00:00,22.9,64,21.6,0.0
2023-03-22 23:00:00,22.8,67,20.3,0.0
2023-03-23 00:00:00,22.4,71,19.5,0.0
2023-03-23 01:00:00,22.2,74,18.6,0.0
2023-03-23 02:00:00,21.9,77,16.1,0.0
2023-03-23 03:00:00,21.7,78,14.1,0.0
2023-03-23 04:00:00,21.5,81,13.0,0.0
2023-03-23 05:00:00,21.4,83,11.8,0.0
2023-03-23 06:00:00,21.3,85,9.7,0.0
2023-03-23 07:00:00,21.3,87,8.8,0.0
2023-03-23 08:00:00,22.1,87,9.3,0.0
2023-03-23 09:00:00,22.5,83,3.5,0.0
2023-03-23 10:00:00,23.5,77,5.0,0.0
2023-03-23 11:00:00,24.2,73,3.6,0.0
2023-03-23 12:00:00,25.2,70,5.1,0.0
2023-03-23 13:00:00,25.4,73,8.2,0.0
2023-03-23 14:00:00,25.2,76,9.0,0.1
2023-03-23 15:00:00,25.7,74,5.0,0.4
2023-03-23 16:00:00,25.8,74,2.6,0.2
2023-03-23 17:00:00,25.9,68,12.3,0.1
2023-03-23 18:00:00,25.5,67,15.9,0.0
2023-03-23 19:00:00,24.8,70,16.3,0.0
2023-03-23 20:00:00,24.4,71,19.7,0.0
2023-03-23 21:00:00,23.7,73,14.2,0.0
2023-03-23 22:00:00,23.2,76,14.8,0.0
2023-03-23 23:00:00,22.5,81,12.0,0.0
2023-03-24 00:00:00,21.9,86,13.2,0.0
2023-03-24 01:00:00,21.5,87,15.8,0.0
2023-03-24 02:00:00,21.1,89,15.0,0.0
2023-03-24 03:00:00,20.6,89,13.8,0.0
2023-03-24 04:00:00,20.1,90,14.2,0.0
2023-03-24 05:00:00,19.8,91,15.4,0.0
2023-03-24 06:00:00,19.6,92,15.4,0.0
2023-03-24 07:00:00,19.5,93,15.1,0.0
2023-03-24 08:00:00,20.1,91,15.9,0.0
2023-03-24 09:00:00,21.5,81,17.3,0.0
2023-03-24 10:00:00,23.0,74,19.6,0.0
2023-03-24 11:00:00,24.4,67,23.5,0.0
2023-03-24 12:00:00,25.1,63,25.7,0.0
2023-03-24 13:00:00,24.7,67,26.8,0.0
2023-03-24 14:00:00,24.5,66,25.6,0.0
2023-03-24 15:00:00,24.6,65,26.4,0.0
2023-03-24 16:00:00,24.9,64,27.4,0.0
2023-03-24 17:00:00,24.4,67,27.3,0.0
2023-03-24 18:00:00,23.2,76,26.3,0.0
2023-03-24 19:00:00,23.0,79,25.2,0.0
2023-03-24 20:00:00,22.8,80,23.7,0.0
2023-03-24 21:00:00,22.5,81,19.8,0.0
2023-03-24 22:00:00,22.5,82,19.0,0.0
2023-03-24 23:00:00,22.6,83,18.2,0.0
2023-03-25 00:00:00,22.9,85,19.8,0.2
2023-03-25 01:00:00,23.1,89,17.0,0.8
2023-03-25 02:00:00,22.5,95,9.4,2.5
2023-03-25 03:00:00,22.2,96,5.3,2.5
2023-03-25 04:00:00,21.9,96,4.7,2.7
2023-03-25 05:00:00,21.5,96,5.1,2.4
2023-03-25 06:00:00,21.2,96,6.6,1.8
2023-03-25 07:00:00,21.0,97,12.7,3.1
2023-03-25 08:00:00,21.0,98,9.7,5.4
2023-03-25 09:00:00,21.8,90,13.6,1.9
2023-03-25 10:00:00,22.3,87,16.6,0.3
2023-03-25 11:00:00,22.7,84,22.0,0.0
2023-03-25 12:00:00,22.7,80,23.2,0.0
2023-03-25 13:00:00,25.2,65,17.2,0.0
2023-03-25 14:00:00,25.9,62,22.7,0.1
2023-03-25 15:00:00,26.3,56,24.2,0.0
2023-03-25 16:00:00,26.6,53,25.2,0.0
2023-03-25 17:00:00,26.2,55,23.7,0.0
2023-03-25 18:00:00,25.4,59,20.7,0.0
2023-03-25 19:00:00,24.0,63,14.8,0.0
2023-03-25 20:00:00,23.0,67,11.7,0.0
2023-03-25 21:00:00,23.4,68,14.2,0.0
2023-03-25 22:00:00,22.6,68,20.4,0.0
2023-03-25 23:00:00,21.8,71,19.5,0.0
2023-03-26 00:00:00,21.2,75,22.0,0.0
2023-03-26 01:00:00,20.2,82,23.0,0.0
2023-03-26 02:00:00,19.0,83,26.4,0.0
2023-03-26 03:00:00,17.7,79,26.0,0.0
2023-03-26 04:00:00,16.5,83,24.1,0.0
2023-03-26 05:00:00,15.6,85,21.6,0.0
2023-03-26 06:00:00,15.2,84,20.2,0.0
2023-03-26 07:00:00,15.2,81,20.5,0.0
2023-03-26 08:00:00,15.4,78,20.5,0.0
2023-03-26 09:00:00,16.0,75,19.6,0.0
2023-03-26 10:00:00,17.1,70,18.6,0.0
2023-03-26 11:00:00,18.1,66,17.5,0.0
2023-03-26 12:00:00,19.0,63,15.0,0.0
2023-03-26 13:00:00,20.1,58,14.8,0.0
2023-03-26 14:00:00,20.9,54,13.5,0.0
2023-03-26 15:00:00,21.4,53,13.0,0.0
2023-03-26 16:00:00,21.5,52,12.7,0.0
2023-03-26 17:00:00,21.3,51,12.9,0.0
2023-03-26 18:00:00,20.6,53,11.9,0.0
2023-03-26 19:00:00,19.1,63,8.4,0.0
2023-03-26 20:00:00,18.4,68,7.6,0.0
2023-03-26 21:00:00,18.2,67,8.7,0.0
2023-03-26 22:00:00,18.0,70,7.4,0.0
2023-03-26 23:00:00,17.8,73,7.4,0.0
2023-03-27 00:00:00,17.6,75,7.9,0.0
2023-03-27 01:00:00,18.1,81,5.2,0.0
2023-03-27 02:00:00,18.7,81,8.5,0.0
2023-03-27 03:00:00,18.6,80,8.9,0.0
2023-03-27 04:00:00,17.9,83,7.8,0.0
2023-03-27 05:00:00,17.7,85,8.7,0.0
2023-03-27 06:00:00,17.4,83,8.9,0.0
2023-03-27 07:00:00,17.4,79,9.9,0.0
2023-03-27 08:00:00,18.3,77,12.9,0.0
2023-03-27 09:00:00,19.2,70,15.8,0.0
2023-03-27 10:00:00,19.7,69,18.0,0.0
2023-03-27 11:00:00,20.3,67,18.3,0.0
2023-03-27 12:00:00,20.9,64,17.5,0.0
2023-03-27 13:00:00,21.5,62,17.6,0.0
2023-03-27 14:00:00,22.1,60,18.0,0.0
2023-03-27 15:00:00,22.6,59,18.9,0.0
2023-03-27 16:00:00,22.9,59,19.0,0.0
2023-03-27 17:00:00,23.1,59,19.1,0.0
2023-03-27 18:00:00,22.7,59,19.6,0.0
2023-03-27 19:00:00,21.6,65,17.4,0.0
2023-03-27 20:00:00,21.4,68,19.1,0.0
2023-03-27 21:00:00,22.1,65,20.2,0.0
2023-03-27 22:00:00,22.3,64,22.7,0.0
2023-03-27 23:00:00,22.2,67,22.2,0.0
2023-03-28 00:00:00,21.9,71,19.8,0.0
2023-03-28 01:00:00,21.7,72,18.9,0.0
2023-03-28 02:00:00,21.6,72,18.0,0.0
2023-03-28 03:00:00,20.7,75,18.4,0.0
2023-03-28 04:00:00,20.0,77,15.0,0.0
2023-03-28 05:00:00,20.0,79,16.2,0.0
2023-03-28 06:00:00,20.5,77,19.1,0.0
2023-03-28 07:00:00,20.6,78,19.1,0.0
2023-03-28 08:00:00,21.1,78,21.3,0.0
2023-03-28 09:00:00,22.1,71,22.8,0.0
2023-03-28 10:00:00,22.8,67,24.9,0.0
2023-03-28 11:00:00,23.9,65,22.8,0.0
2023-03-28 12:00:00,25.0,61,22.9,0.0
2023-03-28 13:00:00,25.9,57,24.6,0.0
2023-03-28 14:00:00,26.5,55,23.9,0.0
2023-03-28 15:00:00,26.9,55,21.4,0.0
2023-03-28 16:00:00,26.9,56,20.9,0.0
2023-03-28 17:00:00,26.4,58,21.3,0.0
2023-03-28 18:00:00,25.4,65,20.6,0.0
2023-03-28 19:00:00,24.1,70,18.7,0.0
2023-03-28 20:00:00,23.8,70,18.8,0.0
2023-03-28 21:00:00,24.2,65,19.8,0.0
2023-03-28 22:00:00,24.0,63,23.2,0.0
2023-03-28 23:00:00,23.5,64,24.3,0.0
2023-03-29 00:00:00,23.0,68,24.2,0.0
2023-03-29 01:00:00,22.6,70,22.4,0.0
2023-03-29 02:00:00,22.2,70,19.1,0.0
2023-03-29 03:00:00,21.8,70,17.1,0.0
2023-03-29 04:00:00,21.5,70,18.1,0.0
2023-03-29 05:00:00,21.3,71,17.9,0.0
2023-03-29 06:00:00,21.2,72,15.6,0.0
2023-03-29 07:00:00,20.8,75,14.9,0.4
2023-03-29 08:00:00,21.1,76,19.0,0.0
2023-03-29 09:00:00,23.6,66,15.2,0.1
2023-03-29 10:00:00,21.9,77,13.1,1.5
2023-03-29 11:00:00,22.0,82,15.0,0.3
2023-03-29 12:00:00,21.4,88,6.6,2.3
2023-03-29 13:00:00,21.4,91,16.2,7.3
2023-03-29 14:00:00,21.8,87,18.5,6.7
2023-03-29 15:00:00,21.8,88,8.8,24.1
2023-03-29 16:00:00,22.0,89,9.9,8.0
2023-03-29 17:00:00,22.3,86,15.8,0.3
2023-03-29 18:00:00,21.8,85,15.3,0.5
2023-03-29 19:00:00,21.4,83,13.2,0.0
2023-03-29 20:00:00,20.8,84,10.8,0.0
2023-03-29 21:00:00,19.4,81,20.6,0.0
2023-03-29 22:00:00,18.8,88,22.4,0.2
2023-03-29 23:00:00,18.1,81,27.5,0.1
2023-03-30 00:00:00,17.6,76,28.0,0.0
2023-03-30 01:00:00,17.1,76,26.3,0.0
2023-03-30 02:00:00,16.3,74,24.2,0.0
2023-03-30 03:00:00,15.4,71,23.2,0.0
2023-03-30 04:00:00,14.8,69,20.5,0.0
2023-03-30 05:00:00,14.6,70,20.6,0.0
2023-03-30 06:00:00,14.3,73,20.1,0.0
2023-03-30 07:00:00,14.2,76,19.4,0.0
2023-03-30 08:00:00,14.8,77,19.1,0.0
2023-03-30 09:00:00,17.0,73,19.6,0.0
2023-03-30 10:00:00,18.8,72,19.5,0.0
2023-03-30 11:00:00,20.2,69,18.8,0.0
2023-03-30 12:00:00,21.7,63,22.4,0.0
2023-03-30 13:00:00,22.3,62,18.2,0.0
2023-03-30 14:00:00,22.5,62,19.6,0.0
2023-03-30 15:00:00,22.3,63,18.4,0.0
2023-03-30 16:00:00,21.7,67,17.0,0.0
2023-03-30 17:00:00,21.3,70,17.1,0.0
2023-03-30 18:00:00,20.9,73,17.4,0.0
2023-03-30 19:00:00,20.5,77,19.2,0.0
2023-03-30 20:00:00,20.4,79,20.7,0.0
2023-03-30 21:00:00,20.6,79,14.5,0.0
2023-03-30 22:00:00,20.8,81,11.3,0.0
2023-03-30 23:00:00,21.1,82,6.6,0.0
2023-03-31 00:00:00,20.7,85,3.4,0.0
2023-03-31 01:00:00,20.0,85,4.0,0.0
2023-03-31 02:00:00,18.5,85,13.2,0.0
2023-03-31 03:00:00,17.8,85,12.4,0.0
2023-03-31 04:00:00,17.4,86,11.4,0.0
2023-03-31 05:00:00,17.0,87,10.5,0.0
2023-03-31 06:00:00,17.3,85,12.3,0.0
2023-03-31 07:00:00,17.7,82,16.4,0.0
2023-03-31 08:00:00,18.0,80,18.3,0.0
2023-03-31 09:00:00,19.2,81,17.1,0.0
2023-03-31 10:00:00,19.4,64,32.8,0.0
2023-03-31 11:00:00,19.1,57,31.3,0.0
2023-03-31 12:00:00,19.5,46,32.2,0.0
2023-03-31 13:00:00,19.9,34,30.3,0.0
2023-03-31 14:00:00,20.1,37,29.5,0.0
2023-03-31 15:00:00,20.4,39,30.3,0.0
2023-03-31 16:00:00,20.0,42,30.7,0.0
2023-03-31 17:00:00,19.5,40,30.0,0.0
2023-03-31 18:00:00,18.8,41,28.1,0.0
2023-03-31 19:00:00,16.9,46,24.3,0.0
2023-03-31 20:00:00,15.8,49,19.5,0.0
2023-03-31 21:00:00,15.2,49,19.9,0.0
2023-03-31 22:00:00,14.2,50,19.0,0.0
2023-03-31 23:00:00,13.4,51,17.9,0.0
2023-04-01 00:00:00,12.6,53,17.4,0.0
2023-04-01 01:00:00,11.9,58,16.3,0.0
2023-04-01 02:00:00,11.3,63,13.4,0.0
2023-04-01 03:00:00,10.7,66,12.8,0.0
2023-04-01 04:00:00,10.3,68,13.3,0.0
2023-04-01 05:00:00,10.0,70,13.9,0.0
2023-04-01 06:00:00,9.8,72,13.2,0.0
2023-04-01 07:00:00,9.5,74,12.5,0.0
2023-04-01 08:00:00,10.2,74,13.2,0.0
2023-04-01 09:00:00,12.7,71,11.2,0.0
2023-04-01 10:00:00,15.0,67,10.0,0.0
2023-04-01 11:00:00,16.3,64,3.8,0.0
2023-04-01 12:00:00,16.9,65,5.5,0.0
2023-04-01 13:00:00,17.4,65,7.3,0.0
2023-04-01 14:00:00,17.8,62,8.5,0.0
2023-04-01 15:00:00,18.1,59,10.2,0.0
2023-04-01 16:00:00,18.1,61,10.4,0.0
2023-04-01 17:00:00,18.0,65,10.6,0.0
2023-04-01 18:00:00,17.8,66,10.8,0.0
2023-04-01 19:00:00,16.9,73,7.6,0.0
2023-04-01 20:00:00,16.9,78,9.3,0.0
2023-04-01 21:00:00,17.4,77,12.3,0.0
2023-04-01 22:00:00,17.8,79,10.3,0.0
2023-04-01 23:00:00,18.0,80,10.4,0.0
2023-04-02 00:00:00,18.2,79,13.2,0.0
2023-04-02 01:00:00,17.9,83,12.0,0.0
2023-04-02 02:00:00,17.5,84,12.6,0.0
2023-04-02 03:00:00,16.9,85,12.9,0.0
2023-04-02 04:00:00,17.0,80,13.7,0.0
2023-04-02 05:00:00,17.4,77,13.7,0.0
2023-04-02 06:00:00,17.5,76,14.6,0.0
2023-04-02 07:00:00,17.5,77,13.6,0.0
2023-04-02 08:00:00,17.5,77,14.0,0.0
2023-04-02 09:00:00,18.7,70,16.7,0.0
2023-04-02 10:00:00,18.8,69,11.6,0.0
2023-04-02 11:00:00,19.2,68,10.9,0.0
2023-04-02 12:00:00,19.8,66,13.2,0.0
2023-04-02 13:00:00,20.7,62,13.2,0.0
2023-04-02 14:00:00,20.8,55,17.7,0.0
2023-04-02 15:00:00,18.6,56,9.2,0.8
2023-04-02 16:00:00,18.2,55,4.8,0.0
2023-04-02 17:00:00,17.1,72,6.9,3.4
2023-04-02 18:00:00,15.5,69,9.7,11.6
2023-04-02 19:00:00,15.3,69,7.4,10.9
2023-04-02 20:00:00,14.4,77,15.4,8.1
2023-04-02 21:00:00,19.0,79,11.2,4.3
2023-04-02 22:00:00,19.7,79,17.3,0.0
2023-04-02 23:00:00,19.7,77,11.0,0.0
2023-04-03 00:00:00,18.8,82,4.1,1.7
2023-04-03 01:00:00,17.6,90,8.2,0.5
2023-04-03 02:00:00,16.9,92,11.1,0.6
2023-04-03 03:00:00,17.1,92,9.7,9.7
2023-04-03 04:00:00,17.2,94,13.0,1.2
2023-04-03 05:00:00,17.4,86,16.4,1.2
2023-04-03 06:00:00,17.6,78,14.7,0.0
2023-04-03 07:00:00,18.3,80,16.8,0.0
2023-04-03 08:00:00,19.0,85,16.3,0.0
2023-04-03 09:00:00,17.7,92,13.6,0.4
2023-04-03 10:00:00,18.5,87,18.7,0.0
2023-04-03 11:00:00,19.7,80,16.1,0.0
2023-04-03 12:00:00,20.1,78,17.6,0.0
2023-04-03 13:00:00,20.8,74,16.1,0.1
2023-04-03 14:00:00,21.0,73,10.4,0.1
2023-04-03 15:00:00,20.8,76,6.2,0.4
2023-04-03 16:00:00,20.6,78,5.6,0.1
2023-04-03 17:00:00,20.6,77,7.9,0.0
2023-04-03 18:00:00,20.3,79,9.2,0.0
2023-04-03 19:00:00,19.5,83,9.0,0.0
2023-04-03 20:00:00,19.1,85,8.2,0.0
2023-04-03 21:00:00,19.9,86,5.2,0.0
2023-04-03 22:00:00,19.6,87,4.1,0.0
2023-04-03 23:00:00,19.4,89,4.3,0.0
2023-04-04 00:00:00,19.1,91,5.5,0.0
2023-04-04 01:00:00,18.6,93,6.4,0.0
2023-04-04 02:00:00,17.9,94,7.6,0.0
2023-04-04 03:00:00,17.4,94,7.0,0.0
2023-04-04 04:00:00,17.1,94,8.3,0.0
2023-04-04 05:00:00,16.8,93,9.9,0.0
2023-04-04 06:00:00,16.5,92,11.2,0.0
2023-04-04 07:00:00,16.1,92,11.3,0.0
2023-04-04 08:00:00,16.3,91,13.0,0.0
2023-04-04 09:00:00,17.1,92,12.3,0.0
2023-04-04 10:00:00,19.0,84,16.8,0.0
2023-04-04 11:00:00,19.9,80,17.4,0.0
2023-04-04 12:00:00,20.1,79,16.6,0.0
2023-04-04 13:00:00,21.0,74,18.6,0.0
2023-04-04 14:00:00,21.6,72,16.8,0.0
2023-04-04 15:00:00,22.2,69,15.7,0.0
2023-04-04 16:00:00,21.3,75,19.5,0.0
2023-04-04 17:00:00,20.5,80,19.1,0.1
2023-04-04 18:00:00,20.0,82,20.6,0.1
2023-04-04 19:00:00,19.2,83,19.8,0.1
2023-04-04 20:00:00,18.8,86,21.5,0.0
2023-04-04 21:00:00,18.7,86,20.9,0.0
2023-04-04 22:00:00,18.6,86,20.9,0.0
2023-04-04 23:00:00,18.7,85,19.5,0.1
2023-04-05 00:00:00,18.8,84,18.9,0.1
2023-04-05 01:00:00,18.9,84,17.6,0.0
2023-04-05 02:00:00,18.9,83,18.3,0.0
2023-04-05 03:00:00,18.7,81,18.5,0.0
2023-04-05 04:00:00,18.6,80,18.3,0.0
2023-04-05 05:00:00,18.3,83,17.7,0.0
2023-04-05 06:00:00,18.2,86,17.8,0.0
2023-04-05 07:00:00,18.1,87,18.0,0.0
2023-04-05 08:00:00,18.5,86,19.6,0.0
2023-04-05 09:00:00,19.5,83,15.5,0.0
2023-04-05 10:00:00,19.8,82,15.9,0.1
2023-04-05 11:00:00,20.1,80,15.7,0.0
2023-04-05 12:00:00,20.6,78,14.4,0.0
2023-04-05 13:00:00,21.3,77,16.1,0.0
2023-04-05 14:00:00,21.7,77,20.3,0.0
2023-04-05 15:00:00,21.8,75,20.8,0.0
2023-04-05 16:00:00,21.8,73,20.6,0.0
2023-04-05 17:00:00,21.7,72,20.9,0.0
2023-04-05 18:00:00,21.0,80,20.9,0.0
2023-04-05 19:00:00,20.1,82,21.0,0.0
2023-04-05 20:00:00,20.0,84,22.8,0.0
2023-04-05 21:00:00,20.0,83,25.4,0.0
2023-04-05 22:00:00,20.1,84,24.9,0.0
2023-04-05 23:00:00,20.1,86,22.3,0.0
2023-04-06 00:00:00,19.9,87,24.4,0.0
2023-04-06 01:00:00,19.4,82,25.1,0.0
2023-04-06 02:00:00,19.1,84,22.6,0.0
2023-04-06 03:00:00,18.8,86,21.4,0.0
2023-04-06 04:00:00,18.6,87,19.2,0.0
2023-04-06 05:00:00,18.4,88,18.8,0.0
2023-04-06 06:00:00,18.2,88,18.0,0.0
2023-04-06 07:00:00,18.0,89,17.2,0.0
2023-04-06 08:00:00,18.3,88,19.2,0.0
2023-04-06 09:00:00,19.7,77,19.1,0.0
2023-04-06 10:00:00,20.2,75,17.9,0.0
2023-04-06 11:00:00,20.8,72,16.3,0.0
2023-04-06 12:00:00,21.3,71,16.1,0.0
2023-04-06 13:00:00,21.8,70,17.7,0.0
2023-04-06 14:00:00,22.1,69,18.7,0.0
2023-04-06 15:00:00,22.3,67,19.4,0.0
2023-04-06 16:00:00,21.9,67,22.8,0.0
2023-04-06 17:00:00,21.5,67,25.0,0.0
2023-04-06 18:00:00,20.8,68,23.8,0.0
2023-04-06 19:00:00,20.0,73,22.7,0.0
2023-04-06 20:00:00,19.8,74,23.6,0.0
2023-04-06 21:00:00,19.6,75,22.3,0.0
2023-04-06 22:00:00,19.7,80,20.2,0.0
2023-04-06 23:00:00,19.8,83,16.7,0.0
2023-04-07 00:00:00,19.9,83,13.8,0.0
2023-04-07 01:00:00,19.6,83,14.0,0.0
2023-04-07 02:00:00,19.2,79,17.3,0.0
2023-04-07 03:00:00,18.9,79,16.6,0.0
2023-04-07 04:00:00,18.6,82,13.6,0.0
2023-04-07 05:00:00,18.3,85,11.3,0.0
2023-04-07 06:00:00,18.1,86,9.8,0.0
2023-04-07 07:00:00,18.0,86,9.1,0.0
2023-04-07 08:00:00,18.5,85,11.6,0.0
2023-04-07 09:00:00,19.8,79,10.6,0.0
2023-04-07 10:00:00,20.3,78,9.1,0.0
2023-04-07 11:00:00,20.8,78,9.2,0.0
2023-04-07 12:00:00,21.1,77,9.9,0.0
2023-04-07 13:00:00,21.2,76,10.4,0.0
2023-04-07 14:00:00,21.6,73,11.0,0.0
2023-04-07 15:00:00,21.6,73,11.7,0.0
2023-04-07 16:00:00,21.5,71,12.3,0.0
2023-04-07 17:00:00,21.4,68,11.8,0.0
2023-04-07 18:00:00,20.8,71,12.7,0.0
2023-04-07 19:00:00,19.8,77,10.8,0.0
2023-04-07 20:00:00,19.5,80,12.9,0.0
2023-04-07 21:00:00,19.3,83,14.4,0.0
2023-04-07 22:00:00,19.6,81,15.5,0.0
2023-04-07 23:00:00,19.7,77,15.9,0.0
2023-04-08 00:00:00,19.6,76,17.3,0.0
2023-04-08 01:00:00,19.2,77,15.6,0.0
2023-04-08 02:00:00,18.6,82,12.9,0.0
2023-04-08 03:00:00,18.2,85,10.3,0.0
2023-04-08 04:00:00,18.0,87,9.2,0.0
2023-04-08 05:00:00,17.9,88,8.7,0.0
2023-04-08 06:00:00,17.9,87,7.9,0.0
2023-04-08 07:00:00,17.6,88,6.5,0.0
2023-04-08 08:00:00,18.3,89,8.0,0.0
2023-04-08 09:00:00,19.4,81,10.3,0.0
2023-04-08 10:00:00,20.2,76,10.5,0.0
2023-04-08 11:00:00,21.0,72,11.2,0.0
2023-04-08 12:00:00,21.9,68,11.5,0.0
2023-04-08 13:00:00,22.5,64,12.4,0.0
2023-04-08 14:00:00,23.0,55,11.2,0.0
2023-04-08 15:00:00,23.2,48,10.0,0.0
2023-04-08 16:00:00,23.1,47,7.9,0.0
2023-04-08 17:00:00,22.7,49,6.8,0.0
2023-04-08 18:00:00,21.7,60,6.2,0.0
2023-04-08 19:00:00,20.1,65,8.0,0.0
2023-04-08 20:00:00,19.8,65,9.4,0.0
2023-04-08 21:00:00,19.9,68,12.1,0.0
2023-04-08 22:00:00,19.9,71,13.8,0.0
2023-04-08 23:00:00,19.7,81,12.7,0.0
2023-04-09 00:00:00,19.5,87,10.9,0.0
2023-04-09 01:00:00,19.3,85,8.7,0.0
2023-04-09 02:00:00,19.6,79,11.9,0.0
2023-04-09 03:00:00,19.2,81,11.2,0.0
2023-04-09 04:00:00,18.7,82,9.6,0.0
2023-04-09 05:00:00,18.2,83,8.9,0.0
2023-04-09 06:00:00,17.9,84,8.7,0.0
2023-04-09 07:00:00,17.8,85,9.2,0.0
2023-04-09 08:00:00,18.2,86,11.8,0.0
2023-04-09 09:00:00,19.5,80,16.0,0.0
2023-04-09 10:00:00,20.5,76,16.2,0.0
2023-04-09 11:00:00,21.5,73,15.9,0.0
2023-04-09 12:00:00,22.6,69,16.2,0.0
2023-04-09 13:00:00,23.6,66,16.6,0.0
2023-04-09 14:00:00,24.5,57,15.2,0.0
2023-04-09 15:00:00,24.9,53,13.7,0.0
2023-04-09 16:00:00,25.0,52,14.0,0.0
2023-04-09 17:00:00,24.5,54,13.8,0.0
2023-04-09 18:00:00,23.1,70,13.6,0.0
2023-04-09 19:00:00,21.9,76,13.4,0.0
2023-04-09 20:00:00,21.8,76,15.5,0.0
2023-04-09 21:00:00,21.7,70,13.2,0.0
2023-04-09 22:00:00,21.6,70,13.7,0.0
2023-04-09 23:00:00,21.4,70,14.5,0.0
2023-04-10 00:00:00,20.8,75,10.4,0.0
2023-04-10 01:00:00,20.1,79,8.9,0.0
2023-04-10 02:00:00,19.4,80,7.9,0.0
2023-04-10 03:00:00,18.6,82,7.1,0.0
2023-04-10 04:00:00,17.8,85,6.3,0.0
2023-04-10 05:00:00,16.5,89,7.2,0.0
2023-04-10 06:00:00,15.9,91,6.8,0.0
2023-04-10 07:00:00,15.5,92,6.5,0.0
2023-04-10 08:00:00,16.8,87,4.0,0.0
2023-04-10 09:00:00,19.0,83,5.4,0.0
2023-04-10 10:00:00,21.7,74,11.3,0.0
2023-04-10 11:00:00,23.3,65,7.0,0.0
2023-04-10 12:00:00,24.2,63,4.0,0.0
2023-04-10 13:00:00,24.6,65,6.9,0.0
2023-04-10 14:00:00,24.3,67,10.1,0.0
2023-04-10 15:00:00,23.9,66,12.0,0.0
2023-04-10 16:00:00,23.8,63,10.2,0.0
2023-04-10 17:00:00,23.4,65,12.6,0.0
2023-04-10 18:00:00,21.6,79,19.1,0.0
2023-04-10 19:00:00,20.7,88,21.4,0.0
2023-04-10 20:00:00,20.1,90,21.4,0.0
2023-04-10 21:00:00,19.7,92,19.6,0.0
2023-04-10 22:00:00,20.0,91,19.2,0.0
2023-04-10 23:00:00,20.0,90,17.3,0.0
2023-04-11 00:00:00,20.0,91,15.9,0.0
2023-04-11 01:00:00,19.9,93,13.1,0.0
2023-04-11 02:00:00,19.7,91,9.9,0.0
2023-04-11 03:00:00,19.4,90,7.4,0.0
2023-04-11 04:00:00,19.2,90,6.9,0.0
2023-04-11 05:00:00,19.5,88,8.3,0.0
2023-04-11 06:00:00,19.7,86,11.7,0.0
2023-04-11 07:00:00,19.5,86,11.3,0.0
2023-04-11 08:00:00,19.7,86,11.6,0.0
2023-04-11 09:00:00,21.3,77,14.8,0.0
2023-04-11 10:00:00,22.2,73,15.6,0.0
2023-04-11 11:00:00,23.2,70,16.3,0.0
2023-04-11 12:00:00,24.5,66,16.2,0.0
2023-04-11 13:00:00,25.8,62,16.9,0.0
2023-04-11 14:00:00,27.1,50,17.5,0.0
2023-04-11 15:00:00,27.9,47,18.9,0.0
2023-04-11 16:00:00,27.0,51,20.5,0.0
2023-04-11 17:00:00,27.0,52,18.0,0.0
2023-04-11 18:00:00,25.8,60,12.0,0.0
2023-04-11 19:00:00,24.0,70,6.5,0.0
2023-04-11 20:00:00,23.6,71,9.3,0.0
2023-04-11 21:00:00,23.4,68,13.7,0.0
2023-04-11 22:00:00,22.7,72,10.9,0.0
2023-04-11 23:00:00,20.8,81,11.9,3.2
2023-04-12 00:00:00,20.7,83,7.6,0.3
2023-04-12 01:00:00,20.1,86,8.9,0.0
2023-04-12 02:00:00,19.6,89,12.3,0.1
2023-04-12 03:00:00,19.3,92,17.4,0.0
2023-04-12 04:00:00,19.1,93,13.2,0.0
2023-04-12 05:00:00,18.4,94,21.0,0.0
2023-04-12 06:00:00,17.6,87,23.1,0.0
2023-04-12 07:00:00,16.2,85,20.6,0.0
2023-04-12 08:00:00,15.8,85,17.3,0.0
2023-04-12 09:00:00,16.5,81,22.1,0.0
2023-04-12 10:00:00,17.4,76,21.7,0.0
2023-04-12 11:00:00,18.5,69,19.8,0.0
2023-04-12 12:00:00,19.4,64,18.5,0.0
2023-04-12 13:00:00,19.9,62,17.3,0.0
2023-04-12 14:00:00,19.6,62,17.3,0.0
2023-04-12 15:00:00,19.4,61,18.1,0.0
2023-04-12 16:00:00,19.1,62,18.0,0.0
2023-04-12 17:00:00,19.0,61,19.8,0.0
2023-04-12 18:00:00,18.8,62,16.2,0.0
2023-04-12 19:00:00,18.5,60,18.7,0.0
2023-04-12 20:00:00,18.1,57,21.0,0.0
2023-04-12 21:00:00,17.1,58,18.0,0.0
2023-04-12 22:00:00,15.9,61,18.4,0.0
2023-04-12 23:00:00,15.1,66,22.1,0.0
2023-04-13 00:00:00,14.8,70,19.7,0.0
2023-04-13 01:00:00,14.6,70,18.4,0.0
2023-04-13 02:00:00,13.8,72,19.2,0.0
2023-04-13 03:00:00,12.9,70,21.3,0.0
2023-04-13 04:00:00,12.0,69,21.3,0.0
2023-04-13 05:00:00,11.3,70,20.2,0.0
2023-04-13 06:00:00,10.7,72,17.4,0.0
2023-04-13 07:00:00,10.1,75,16.6,0.0
2023-04-13 08:00:00,9.9,76,17.3,0.0
