,temperature_2m,relativehumidity_2m,windspeed_10m,precipitation
2020-03-23 03:00:00,22.3,72,15.7,0.0
2020-03-23 04:00:00,21.8,73,16.2,0.0
2020-03-23 05:00:00,21.3,73,16.8,0.0
2020-03-23 06:00:00,21.0,73,16.6,0.0
2020-03-23 07:00:00,20.7,72,17.7,0.0
2020-03-23 08:00:00,21.3,70,19.5,0.0
2020-03-23 09:00:00,22.4,62,21.0,0.0
2020-03-23 10:00:00,23.0,60,21.6,0.0
2020-03-23 11:00:00,24.0,56,20.3,0.0
2020-03-23 12:00:00,25.1,52,19.2,0.0
2020-03-23 13:00:00,26.0,48,17.6,0.0
2020-03-23 14:00:00,26.6,46,16.0,0.0
2020-03-23 15:00:00,26.9,47,14.4,0.0
2020-03-23 16:00:00,26.6,53,14.2,0.0
2020-03-23 17:00:00,25.6,61,16.6,0.0
2020-03-23 18:00:00,24.3,65,18.0,0.0
2020-03-23 19:00:00,23.4,69,17.4,0.0
2020-03-23 20:00:00,23.8,71,16.6,0.0
2020-03-23 21:00:00,23.6,70,19.7,0.0
2020-03-23 22:00:00,23.4,67,21.5,0.0
2020-03-23 23:00:00,22.9,70,19.4,0.0
2020-03-24 00:00:00,22.5,73,17.8,0.0
2020-03-24 01:00:00,22.2,75,17.3,0.0
2020-03-24 02:00:00,22.0,76,17.9,0.0
2020-03-24 03:00:00,21.7,77,16.3,0.0
2020-03-24 04:00:00,21.4,78,13.4,0.0
2020-03-24 05:00:00,21.1,80,11.6,0.0
2020-03-24 06:00:00,21.1,81,12.6,0.0
2020-03-24 07:00:00,21.1,82,11.8,0.0
2020-03-24 08:00:00,22.0,81,14.2,0.0
2020-03-24 09:00:00,23.3,76,18.7,0.0
2020-03-24 10:00:00,23.8,74,19.5,0.0
2020-03-24 11:00:00,24.8,70,17.7,0.0
2020-03-24 12:00:00,26.0,66,16.7,0.0
2020-03-24 13:00:00,27.0,63,16.5,0.0
2020-03-24 14:00:00,27.9,60,16.1,0.0
2020-03-24 15:00:00,28.3,60,14.1,0.0
2020-03-24 16:00:00,28.3,62,11.9,0.0
2020-03-24 17:00:00,27.8,67,10.0,0.0
2020-03-24 18:00:00,26.3,76,12.3,0.0
2020-03-24 19:00:00,24.5,81,11.7,0.0
2020-03-24 20:00:00,24.1,83,10.1,0.0
2020-03-24 21:00:00,24.1,83,6.3,0.0
2020-03-24 22:00:00,24.8,79,8.6,0.0
2020-03-24 23:00:00,25.3,77,15.1,0.0
2020-03-25 00:00:00,25.1,78,17.3,0.0
2020-03-25 01:00:00,24.9,78,18.6,0.0
2020-03-25 02:00:00,24.8,78,19.3,0.0
2020-03-25 03:00:00,24.3,80,9.6,0.0
2020-03-25 04:00:00,23.3,84,8.7,0.0
2020-03-25 05:00:00,22.1,89,10.5,0.7
2020-03-25 06:00:00,21.7,92,6.0,0.1
2020-03-25 07:00:00,21.4,93,10.8,0.0
2020-03-25 08:00:00,21.4,94,20.7,0.7
2020-03-25 09:00:00,20.7,90,26.2,1.0
2020-03-25 10:00:00,21.7,87,23.5,0.2
2020-03-25 11:00:00,22.1,87,17.8,0.1
2020-03-25 12:00:00,22.8,85,14.1,0.0
2020-03-25 13:00:00,23.7,81,9.0,0.0
2020-03-25 14:00:00,24.3,79,8.1,0.0
2020-03-25 15:00:00,24.3,79,7.2,0.0
2020-03-25 16:00:00,24.6,76,10.8,0.0
2020-03-25 17:00:00,23.9,79,15.1,0.0
2020-03-25 18:00:00,22.9,85,17.9,0.0
2020-03-25 19:00:00,21.9,86,16.6,0.0
2020-03-25 20:00:00,21.6,88,17.2,0.0
2020-03-25 21:00:00,21.3,89,16.6,0.0
2020-03-25 22:00:00,21.2,90,20.4,0.0
2020-03-25 23:00:00,21.1,90,21.3,0.0
2020-03-26 00:00:00,21.1,89,19.6,0.0
2020-03-26 01:00:00,21.2,90,15.8,0.0
2020-03-26 02:00:00,21.2,91,16.9,0.0
2020-03-26 03:00:00,21.2,91,17.5,0.0
2020-03-26 04:00:00,20.7,93,14.0,0.0
2020-03-26 05:00:00,20.2,93,16.3,0.0
2020-03-26 06:00:00,20.6,91,17.8,0.0
2020-03-26 07:00:00,20.8,90,18.2,0.0
2020-03-26 08:00:00,21.3,89,18.8,0.0
2020-03-26 09:00:00,21.4,88,17.7,0.0
2020-03-26 10:00:00,22.6,84,16.8,0.0
2020-03-26 11:00:00,23.7,79,15.5,0.0
2020-03-26 12:00:00,24.3,76,15.6,0.0
2020-03-26 13:00:00,25.0,76,17.1,0.0
2020-03-26 14:00:00,24.4,81,19.2,0.0
2020-03-26 15:00:00,24.6,80,19.5,0.0
2020-03-26 16:00:00,24.2,82,20.3,0.0
2020-03-26 17:00:00,23.8,82,22.0,0.0
2020-03-26 18:00:00,23.4,82,22.1,0.0
2020-03-26 19:00:00,22.7,85,19.7,0.0
2020-03-26 20:00:00,22.3,90,19.5,0.0
2020-03-26 21:00:00,22.3,89,17.4,0.0
2020-03-26 22:00:00,22.5,89,17.4,0.0
2020-03-26 23:00:00,22.7,89,16.1,0.0
2020-03-27 00:00:00,23.0,89,13.8,0.0
2020-03-27 01:00:00,23.4,82,12.9,0.0
2020-03-27 02:00:00,23.7,76,15.9,0.0
2020-03-27 03:00:00,23.4,74,17.1,0.0
2020-03-27 04:00:00,23.1,75,16.1,0.0
2020-03-27 05:00:00,22.6,76,15.9,0.0
2020-03-27 06:00:00,22.2,77,14.4,0.0
2020-03-27 07:00:00,21.9,77,14.6,0.0
2020-03-27 08:00:00,22.4,76,14.4,0.0
2020-03-27 09:00:00,22.9,72,14.1,0.0
2020-03-27 10:00:00,23.4,71,14.8,0.0
2020-03-27 11:00:00,23.8,69,14.8,0.0
2020-03-27 12:00:00,24.2,69,13.6,0.0
2020-03-27 13:00:00,24.6,69,12.7,0.0
2020-03-27 14:00:00,24.9,69,13.0,0.0
2020-03-27 15:00:00,25.2,68,13.9,0.0
2020-03-27 16:00:00,25.5,68,11.9,0.0
2020-03-27 17:00:00,25.3,71,11.7,0.0
2020-03-27 18:00:00,24.5,78,12.6,0.0
2020-03-27 19:00:00,23.6,82,12.0,0.0
2020-03-27 20:00:00,23.4,84,12.6,0.0
2020-03-27 21:00:00,22.8,83,8.1,0.0
2020-03-27 22:00:00,22.5,85,6.0,0.0
2020-03-27 23:00:00,21.7,88,5.6,0.0
2020-03-28 00:00:00,21.6,88,5.0,0.0
2020-03-28 01:00:00,21.2,89,4.5,0.0
2020-03-28 02:00:00,20.7,92,5.8,0.0
2020-03-28 03:00:00,21.3,91,5.5,0.0
2020-03-28 04:00:00,21.2,94,6.7,0.0
2020-03-28 05:00:00,22.6,90,12.3,0.0
2020-03-28 06:00:00,22.7,84,14.5,0.0
2020-03-28 07:00:00,22.2,85,11.0,0.0
2020-03-28 08:00:00,22.7,85,12.4,0.0
2020-03-28 09:00:00,23.1,80,16.4,0.0
2020-03-28 10:00:00,23.4,78,16.3,0.0
2020-03-28 11:00:00,23.8,78,14.4,0.0
2020-03-28 12:00:00,24.3,75,10.2,0.0
2020-03-28 13:00:00,24.7,74,7.6,0.0
2020-03-28 14:00:00,25.3,71,3.1,0.0
2020-03-28 15:00:00,26.0,69,3.6,0.0
2020-03-28 16:00:00,26.3,66,8.4,0.0
2020-03-28 17:00:00,25.8,62,7.6,0.0
2020-03-28 18:00:00,23.8,74,12.7,0.4
2020-03-28 19:00:00,22.9,80,7.2,0.1
2020-03-28 20:00:00,22.8,82,9.5,0.0
2020-03-28 21:00:00,22.6,84,7.6,0.0
2020-03-28 22:00:00,22.6,86,7.6,0.0
2020-03-28 23:00:00,22.7,87,7.4,0.0
2020-03-29 00:00:00,22.8,89,7.2,0.1
2020-03-29 01:00:00,23.1,89,9.2,0.1
2020-03-29 02:00:00,22.9,89,9.7,0.0
2020-03-29 03:00:00,22.6,90,10.2,0.0
2020-03-29 04:00:00,22.1,93,10.5,0.0
2020-03-29 05:00:00,21.7,94,9.5,0.0
2020-03-29 06:00:00,21.2,95,7.9,0.0
2020-03-29 07:00:00,21.0,96,6.6,0.0
2020-03-29 08:00:00,21.5,96,8.2,0.0
2020-03-29 09:00:00,22.9,85,9.4,0.0
2020-03-29 10:00:00,24.1,78,8.7,0.0
2020-03-29 11:00:00,25.4,73,7.8,0.0
2020-03-29 12:00:00,26.5,68,7.1,0.0
2020-03-29 13:00:00,27.1,65,5.0,0.1
2020-03-29 14:00:00,27.1,66,1.6,0.0
2020-03-29 15:00:00,27.0,66,1.5,0.0
2020-03-29 16:00:00,26.9,68,1.5,0.0
2020-03-29 17:00:00,26.6,71,2.6,0.0
2020-03-29 18:00:00,25.7,76,1.6,0.1
2020-03-29 19:00:00,24.9,84,2.9,0.2
2020-03-29 20:00:00,24.3,84,4.6,0.1
2020-03-29 21:00:00,23.8,88,5.4,0.0
2020-03-29 22:00:00,23.7,86,6.8,0.0
2020-03-29 23:00:00,23.4,87,7.2,0.0
2020-03-30 00:00:00,23.1,89,7.3,0.0
2020-03-30 01:00:00,22.8,91,8.2,0.0
2020-03-30 02:00:00,22.5,94,9.2,0.0
2020-03-30 03:00:00,22.2,94,10.7,0.0
2020-03-30 04:00:00,21.5,96,12.0,0.0
2020-03-30 05:00:00,21.2,97,12.8,0.0
2020-03-30 06:00:00,21.3,96,13.6,0.0
2020-03-30 07:00:00,21.2,95,14.2,0.1
2020-03-30 08:00:00,21.5,93,16.1,0.1
2020-03-30 09:00:00,22.5,90,15.5,0.1
2020-03-30 10:00:00,23.3,86,14.5,0.1
2020-03-30 11:00:00,24.3,79,13.6,0.0
2020-03-30 12:00:00,25.0,75,13.7,0.0
2020-03-30 13:00:00,25.1,76,15.5,0.0
2020-03-30 14:00:00,25.1,77,16.3,0.0
2020-03-30 15:00:00,25.0,76,17.0,0.0
2020-03-30 16:00:00,24.5,78,17.7,0.0
2020-03-30 17:00:00,23.9,82,19.1,0.0
2020-03-30 18:00:00,23.5,84,19.8,0.0
2020-03-30 19:00:00,23.0,87,20.2,0.0
2020-03-30 20:00:00,22.8,87,21.3,0.0
2020-03-30 21:00:00,23.1,86,20.8,0.0
2020-03-30 22:00:00,22.8,88,20.8,0.0
2020-03-30 23:00:00,22.4,89,20.5,0.0
2020-03-31 00:00:00,22.1,91,19.4,0.0
2020-03-31 01:00:00,22.1,91,18.2,0.0
2020-03-31 02:00:00,21.8,91,17.7,0.1
2020-03-31 03:00:00,21.8,90,17.5,0.1
2020-03-31 04:00:00,21.4,91,17.9,0.1
2020-03-31 05:00:00,21.1,92,18.1,0.1
2020-03-31 06:00:00,21.0,91,19.7,0.0
2020-03-31 07:00:00,20.9,91,21.1,0.0
2020-03-31 08:00:00,20.9,91,22.7,0.1
2020-03-31 09:00:00,20.4,90,38.5,0.2
2020-03-31 10:00:00,20.7,88,38.3,0.9
2020-03-31 11:00:00,21.5,82,35.5,0.4
2020-03-31 12:00:00,21.9,79,37.1,0.1
2020-03-31 13:00:00,22.4,78,37.0,0.3
2020-03-31 14:00:00,22.4,79,33.9,0.4
2020-03-31 15:00:00,22.5,79,33.3,0.3
2020-03-31 16:00:00,22.8,76,32.0,0.1
2020-03-31 17:00:00,22.6,78,32.1,0.0
2020-03-31 18:00:00,22.1,81,32.0,0.0
2020-03-31 19:00:00,21.6,84,31.5,0.0
2020-03-31 20:00:00,21.8,82,31.7,0.0
2020-03-31 21:00:00,22.1,81,31.4,0.0
2020-03-31 22:00:00,22.2,78,29.3,0.0
2020-03-31 23:00:00,22.0,79,27.9,0.0
2020-04-01 00:00:00,21.7,81,25.7,0.0
2020-04-01 01:00:00,21.6,81,24.4,0.1
2020-04-01 02:00:00,21.4,80,23.3,0.0
2020-04-01 03:00:00,21.3,80,21.7,0.0
2020-04-01 04:00:00,21.1,81,20.7,0.0
2020-04-01 05:00:00,21.1,80,19.9,0.0
2020-04-01 06:00:00,20.9,81,20.0,0.0
2020-04-01 07:00:00,20.9,81,19.8,0.0
2020-04-01 08:00:00,21.2,81,20.4,0.0
2020-04-01 09:00:00,21.5,82,18.7,0.0
2020-04-01 10:00:00,21.6,89,15.1,3.9
2020-04-01 11:00:00,22.1,88,14.0,2.9
2020-04-01 12:00:00,23.0,85,17.6,0.7
2020-04-01 13:00:00,23.9,81,16.7,0.2
2020-04-01 14:00:00,24.6,80,14.7,0.2
2020-04-01 15:00:00,24.8,78,15.0,0.1
2020-04-01 16:00:00,25.3,75,14.8,0.1
2020-04-01 17:00:00,25.3,73,15.1,0.1
2020-04-01 18:00:00,24.3,80,14.8,0.4
2020-04-01 19:00:00,23.1,84,11.4,0.1
2020-04-01 20:00:00,22.4,86,16.6,0.0
2020-04-01 21:00:00,21.2,91,18.7,0.0
2020-04-01 22:00:00,20.7,90,20.1,0.5
2020-04-01 23:00:00,20.0,88,25.2,0.0
2020-04-02 00:00:00,19.2,84,26.7,0.0
2020-04-02 01:00:00,18.6,81,26.8,0.0
2020-04-02 02:00:00,17.5,80,28.3,0.0
2020-04-02 03:00:00,16.1,82,29.4,0.0
2020-04-02 04:00:00,15.8,78,29.9,0.0
2020-04-02 05:00:00,15.3,75,30.9,0.0
2020-04-02 06:00:00,14.8,74,30.9,0.0
2020-04-02 07:00:00,14.3,74,29.0,0.0
2020-04-02 08:00:00,14.6,75,29.0,0.0
2020-04-02 09:00:00,15.5,77,31.3,0.0
2020-04-02 10:00:00,16.8,67,31.7,0.0
2020-04-02 11:00:00,17.9,60,31.1,0.0
2020-04-02 12:00:00,18.8,56,32.0,0.0
2020-04-02 13:00:00,19.7,52,32.6,0.0
2020-04-02 14:00:00,20.5,49,33.0,0.0
2020-04-02 15:00:00,20.8,48,34.5,0.0
2020-04-02 16:00:00,21.0,47,36.4,0.0
2020-04-02 17:00:00,20.6,46,32.3,0.0
2020-04-02 18:00:00,19.7,49,25.8,0.0
2020-04-02 19:00:00,18.4,54,19.6,0.0
2020-04-02 20:00:00,17.5,56,18.5,0.0
2020-04-02 21:00:00,16.7,60,19.5,0.0
2020-04-02 22:00:00,15.8,62,19.6,0.0
2020-04-02 23:00:00,15.2,64,20.8,0.0
2020-04-03 00:00:00,14.6,66,22.6,0.0
2020-04-03 01:00:00,13.9,69,22.7,0.0
2020-04-03 02:00:00,13.3,73,21.7,0.0
2020-04-03 03:00:00,12.8,75,20.3,0.0
2020-04-03 04:00:00,12.3,78,19.4,0.0
2020-04-03 05:00:00,11.9,81,17.8,0.0
2020-04-03 06:00:00,11.6,83,16.2,0.0
2020-04-03 07:00:00,11.3,86,13.3,0.0
2020-04-03 08:00:00,11.7,86,14.0,0.0
2020-04-03 09:00:00,13.6,81,15.5,0.0
2020-04-03 10:00:00,15.7,77,14.0,0.0
2020-04-03 11:00:00,17.5,73,11.3,0.0
2020-04-03 12:00:00,18.7,71,6.6,0.0
2020-04-03 13:00:00,19.7,66,2.8,0.0
2020-04-03 14:00:00,20.3,62,0.8,0.0
2020-04-03 15:00:00,20.5,63,4.3,0.0
2020-04-03 16:00:00,20.0,69,10.9,0.0
2020-04-03 17:00:00,19.6,71,13.2,0.0
2020-04-03 18:00:00,19.0,71,11.6,0.0
2020-04-03 19:00:00,18.1,77,7.1,0.0
2020-04-03 20:00:00,17.9,80,7.0,0.0
2020-04-03 21:00:00,17.8,79,7.7,0.0
2020-04-03 22:00:00,18.0,78,9.4,0.0
2020-04-03 23:00:00,18.1,78,11.2,0.0
2020-04-04 00:00:00,18.1,79,11.8,0.0
2020-04-04 01:00:00,18.0,78,11.5,0.0
2020-04-04 02:00:00,18.1,77,13.5,0.0
2020-04-04 03:00:00,18.0,80,12.8,0.0
2020-04-04 04:00:00,17.6,84,13.4,0.0
2020-04-04 05:00:00,17.2,87,12.9,0.0
2020-04-04 06:00:00,16.9,87,12.0,0.0
2020-04-04 07:00:00,16.5,88,14.2,0.0
2020-04-04 08:00:00,16.6,87,15.5,0.0
2020-04-04 09:00:00,17.7,79,17.7,0.0
2020-04-04 10:00:00,19.0,71,17.4,0.0
2020-04-04 11:00:00,20.5,62,19.2,0.0
2020-04-04 12:00:00,21.7,52,20.3,0.0
2020-04-04 13:00:00,22.7,46,19.0,0.0
2020-04-04 14:00:00,23.4,44,17.3,0.0
2020-04-04 15:00:00,23.7,44,16.6,0.0
2020-04-04 16:00:00,23.8,45,15.0,0.0
2020-04-04 17:00:00,23.6,47,13.6,0.0
2020-04-04 18:00:00,22.4,58,8.2,0.0
2020-04-04 19:00:00,20.2,68,6.6,0.0
2020-04-04 20:00:00,19.8,68,8.1,0.0
2020-04-04 21:00:00,19.4,68,8.8,0.0
2020-04-04 22:00:00,19.5,71,9.9,0.0
2020-04-04 23:00:00,19.3,77,11.0,0.0
2020-04-05 00:00:00,18.8,79,10.5,0.0
2020-04-05 01:00:00,18.7,81,10.4,0.0
2020-04-05 02:00:00,18.6,83,12.9,0.0
2020-04-05 03:00:00,18.2,83,14.1,0.0
2020-04-05 04:00:00,17.5,83,12.7,0.0
2020-04-05 05:00:00,17.1,84,12.9,0.0
2020-04-05 06:00:00,17.0,84,13.9,0.0
2020-04-05 07:00:00,17.0,86,13.1,0.0
2020-04-05 08:00:00,17.6,87,13.4,0.0
2020-04-05 09:00:00,18.8,78,10.0,0.0
2020-04-05 10:00:00,20.4,74,13.1,0.0
2020-04-05 11:00:00,21.6,71,15.2,0.0
2020-04-05 12:00:00,22.5,68,16.3,0.0
2020-04-05 13:00:00,23.2,65,16.0,0.0
2020-04-05 14:00:00,24.1,59,17.0,0.0
2020-04-05 15:00:00,24.0,59,16.7,0.0
2020-04-05 16:00:00,24.2,58,15.5,0.0
2020-04-05 17:00:00,23.6,66,11.6,0.0
2020-04-05 18:00:00,22.6,74,10.2,0.0
2020-04-05 19:00:00,21.5,80,12.3,0.0
2020-04-05 20:00:00,21.3,80,12.5,0.0
2020-04-05 21:00:00,20.5,75,9.5,0.0
2020-04-05 22:00:00,20.5,73,14.2,0.0
2020-04-05 23:00:00,20.4,73,12.2,0.0
2020-04-06 00:00:00,19.8,71,11.7,0.0
2020-04-06 01:00:00,19.4,70,12.8,0.0
2020-04-06 02:00:00,18.6,72,13.3,0.0
2020-04-06 03:00:00,18.0,72,16.3,0.0
2020-04-06 04:00:00,17.8,75,19.1,0.0
2020-04-06 05:00:00,17.3,81,20.2,0.0
2020-04-06 06:00:00,16.9,77,23.1,0.0
2020-04-06 07:00:00,15.8,64,27.9,0.0
2020-04-06 08:00:00,15.3,62,27.6,0.0
2020-04-06 09:00:00,15.6,71,27.0,0.0
2020-04-06 10:00:00,16.4,63,29.5,0.0
2020-04-06 11:00:00,17.0,58,29.6,0.0
2020-04-06 12:00:00,17.7,47,30.1,0.0
2020-04-06 13:00:00,18.5,36,31.9,0.0
2020-04-06 14:00:00,18.6,32,32.4,0.0
2020-04-06 15:00:00,18.3,34,30.3,0.0
2020-04-06 16:00:00,18.0,35,29.5,0.0
2020-04-06 17:00:00,17.2,39,28.1,0.0
2020-04-06 18:00:00,16.3,43,21.7,0.0
2020-04-06 19:00:00,15.0,48,16.3,0.0
2020-04-06 20:00:00,14.4,48,16.6,0.0
2020-04-06 21:00:00,13.8,51,16.1,0.0
2020-04-06 22:00:00,12.9,53,15.1,0.0
2020-04-06 23:00:00,12.2,56,14.8,0.0
2020-04-07 00:00:00,11.6,60,14.8,0.0
2020-04-07 01:00:00,11.2,64,15.5,0.0
2020-04-07 02:00:00,10.7,67,15.0,0.0
2020-04-07 03:00:00,10.2,70,15.8,0.0
2020-04-07 04:00:00,9.9,72,16.0,0.0
2020-04-07 05:00:00,9.6,74,16.1,0.0
2020-04-07 06:00:00,9.3,76,15.5,0.0
2020-04-07 07:00:00,8.9,77,15.3,0.0
2020-04-07 08:00:00,9.4,76,16.3,0.0
2020-04-07 09:00:00,11.5,73,14.8,0.0
2020-04-07 10:00:00,13.6,66,15.8,0.0
2020-04-07 11:00:00,15.2,58,17.4,0.0
2020-04-07 12:00:00,16.4,52,18.4,0.0
2020-04-07 13:00:00,16.7,51,18.5,0.0
2020-04-07 14:00:00,16.8,51,18.2,0.0
2020-04-07 15:00:00,17.0,50,17.4,0.0
2020-04-07 16:00:00,16.9,51,17.4,0.0
2020-04-07 17:00:00,16.5,51,17.2,0.0
2020-04-07 18:00:00,16.1,53,16.4,0.0
2020-04-07 19:00:00,15.3,59,13.0,0.0
2020-04-07 20:00:00,15.0,61,10.9,0.0
2020-04-07 21:00:00,14.8,63,10.0,0.0
2020-04-07 22:00:00,14.1,67,8.7,0.0
2020-04-07 23:00:00,13.0,75,5.7,0.0
2020-04-08 00:00:00,12.6,74,5.8,0.0
2020-04-08 01:00:00,11.9,76,7.9,0.0
2020-04-08 02:00:00,11.3,77,10.1,0.0
2020-04-08 03:00:00,10.8,78,13.4,0.0
2020-04-08 04:00:00,10.6,77,14.6,0.0
2020-04-08 05:00:00,10.2,78,13.8,0.0
2020-04-08 06:00:00,9.8,80,12.5,0.0
2020-04-08 07:00:00,9.4,82,11.5,0.0
2020-04-08 08:00:00,9.8,81,12.3,0.0
2020-04-08 09:00:00,11.2,76,13.4,0.0
2020-04-08 10:00:00,12.9,67,12.8,0.0
2020-04-08 11:00:00,14.2,61,10.8,0.0
2020-04-08 12:00:00,15.2,59,9.7,0.0
2020-04-08 13:00:00,16.0,58,9.4,0.0
2020-04-08 14:00:00,16.7,56,8.3,0.0
2020-04-08 15:00:00,17.2,54,9.3,0.0
2020-04-08 16:00:00,17.5,53,10.6,0.0
2020-04-08 17:00:00,17.3,53,11.5,0.0
2020-04-08 18:00:00,16.6,57,9.7,0.0
2020-04-08 19:00:00,15.1,67,8.9,0.0
2020-04-08 20:00:00,14.4,70,10.9,0.0
2020-04-08 21:00:00,15.2,71,15.1,0.0
2020-04-08 22:00:00,14.3,74,14.1,0.0
2020-04-08 23:00:00,13.7,74,14.3,0.0
2020-04-09 00:00:00,13.3,73,11.5,0.0
2020-04-09 01:00:00,12.6,75,9.4,0.0
2020-04-09 02:00:00,12.1,76,9.2,0.0
2020-04-09 03:00:00,11.7,76,9.4,0.0
2020-04-09 04:00:00,11.4,78,11.2,0.0
2020-04-09 05:00:00,11.1,81,12.1,0.0
2020-04-09 06:00:00,10.7,85,12.4,0.0
2020-04-09 07:00:00,10.5,86,13.0,0.0
2020-04-09 08:00:00,11.0,83,15.0,0.0
2020-04-09 09:00:00,13.6,74,14.5,0.0
2020-04-09 10:00:00,15.7,69,14.2,0.0
2020-04-09 11:00:00,17.4,63,12.7,0.0
2020-04-09 12:00:00,18.2,60,13.0,0.0
2020-04-09 13:00:00,19.1,56,13.5,0.0
2020-04-09 14:00:00,19.4,57,12.3,0.0
2020-04-09 15:00:00,19.3,58,11.6,0.0
2020-04-09 16:00:00,19.0,62,13.8,0.0
2020-04-09 17:00:00,18.1,71,16.7,0.0
2020-04-09 18:00:00,17.6,73,12.8,0.0
2020-04-09 19:00:00,17.5,72,11.4,0.0
2020-04-09 20:00:00,17.1,71,14.7,0.0
2020-04-09 21:00:00,16.4,74,14.2,0.0
2020-04-09 22:00:00,15.6,78,14.8,0.0
2020-04-09 23:00:00,14.9,79,15.0,0.0
2020-04-10 00:00:00,14.4,81,14.0,0.0
2020-04-10 01:00:00,13.9,82,12.9,0.0
2020-04-10 02:00:00,13.5,84,11.9,0.0
2020-04-10 03:00:00,13.1,85,12.3,0.0
2020-04-10 04:00:00,12.7,86,12.2,0.0
2020-04-10 05:00:00,12.5,88,10.9,0.0
2020-04-10 06:00:00,12.8,89,9.8,0.0
2020-04-10 07:00:00,12.9,90,7.6,0.0
2020-04-10 08:00:00,13.7,90,9.3,0.0
2020-04-10 09:00:00,16.4,83,9.1,0.0
2020-04-10 10:00:00,17.5,69,9.4,0.0
2020-04-10 11:00:00,18.0,66,9.8,0.0
2020-04-10 12:00:00,18.6,59,8.7,0.0
2020-04-10 13:00:00,19.2,56,10.5,0.0
2020-04-10 14:00:00,19.4,56,12.3,0.0
2020-04-10 15:00:00,19.6,57,14.8,0.0
2020-04-10 16:00:00,19.5,61,16.9,0.0
2020-04-10 17:00:00,19.0,64,17.7,0.0
2020-04-10 18:00:00,18.3,72,19.3,0.0
2020-04-10 19:00:00,17.4,78,18.5,0.0
2020-04-10 20:00:00,17.3,81,19.1,0.0
2020-04-10 21:00:00,17.1,80,17.8,0.0
2020-04-10 22:00:00,17.1,80,18.0,0.0
2020-04-10 23:00:00,17.2,80,18.4,0.0
2020-04-11 00:00:00,17.1,82,18.1,0.0
2020-04-11 01:00:00,16.6,85,16.3,0.0
2020-04-11 02:00:00,16.2,85,14.5,0.0
2020-04-11 03:00:00,15.9,87,13.0,0.0
2020-04-11 04:00:00,15.7,88,10.4,0.0
2020-04-11 05:00:00,15.6,88,10.5,0.0
2020-04-11 06:00:00,15.7,88,10.8,0.0
2020-04-11 07:00:00,15.9,87,11.7,0.0
2020-04-11 08:00:00,16.5,87,13.9,0.0
2020-04-11 09:00:00,17.8,79,15.5,0.0
2020-04-11 10:00:00,18.2,77,16.2,0.0
2020-04-11 11:00:00,18.8,74,15.5,0.0
2020-04-11 12:00:00,19.7,70,14.4,0.0
2020-04-11 13:00:00,20.7,65,12.3,0.0
2020-04-11 14:00:00,21.4,60,11.5,0.0
2020-04-11 15:00:00,21.7,54,9.8,0.0
2020-04-11 16:00:00,21.6,56,8.7,0.0
2020-04-11 17:00:00,20.4,69,14.9,0.0
2020-04-11 18:00:00,18.9,74,15.5,0.0
2020-04-11 19:00:00,18.3,80,12.7,0.0
2020-04-11 20:00:00,18.2,83,13.3,0.0
2020-04-11 21:00:00,18.2,77,15.5,0.0
2020-04-11 22:00:00,17.9,85,16.6,0.0
2020-04-11 23:00:00,17.9,86,16.6,0.0
2020-04-12 00:00:00,17.8,88,15.1,0.0
2020-04-12 01:00:00,17.8,90,11.9,0.0
2020-04-12 02:00:00,17.5,91,8.9,0.0
2020-04-12 03:00:00,17.4,85,7.2,0.0
2020-04-12 04:00:00,18.0,80,9.3,0.0
2020-04-12 05:00:00,17.5,80,9.4,0.0
2020-04-12 06:00:00,16.9,81,9.5,0.0
2020-04-12 07:00:00,16.5,82,9.4,0.0
2020-04-12 08:00:00,17.1,80,10.8,0.0
2020-04-12 09:00:00,18.9,76,15.6,0.0
2020-04-12 10:00:00,19.2,72,16.6,0.0
2020-04-12 11:00:00,20.1,66,18.8,0.0
2020-04-12 12:00:00,21.1,62,17.8,0.0
2020-04-12 13:00:00,22.0,59,17.1,0.0
2020-04-12 14:00:00,22.8,54,16.3,0.0
2020-04-12 15:00:00,22.9,49,17.3,0.0
2020-04-12 16:00:00,22.8,46,15.3,0.0
2020-04-12 17:00:00,22.9,47,10.0,0.0
2020-04-12 18:00:00,20.7,66,12.8,0.0
2020-04-12 19:00:00,19.3,71,17.1,0.0
2020-04-12 20:00:00,19.5,67,15.1,0.0
2020-04-12 21:00:00,19.8,63,17.2,0.0
2020-04-12 22:00:00,19.5,66,18.5,0.0
2020-04-12 23:00:00,19.0,79,15.5,0.0
2020-04-13 00:00:00,19.1,81,10.9,0.0
2020-04-13 01:00:00,19.2,75,10.3,0.0
2020-04-13 02:00:00,19.1,74,10.6,0.0
2020-04-13 03:00:00,19.3,74,13.9,0.0
2020-04-13 04:00:00,19.1,74,16.1,0.0
2020-04-13 05:00:00,19.0,74,16.2,0.0
2020-04-13 06:00:00,18.6,76,13.3,0.0
2020-04-13 07:00:00,18.3,76,14.1,0.0
2020-04-13 08:00:00,18.3,76,17.7,0.0
2020-04-13 09:00:00,18.8,75,19.4,0.0
2020-04-13 10:00:00,18.2,78,16.6,0.3
2020-04-13 11:00:00,18.5,74,14.1,0.0
2020-04-13 12:00:00,18.3,75,11.5,0.1
2020-04-13 13:00:00,18.6,76,10.1,0.2
2020-04-13 14:00:00,18.5,79,4.8,0.4
2020-04-13 15:00:00,18.7,79,8.6,0.0
